Symbol	Open	Low	Volume	Name
NS	37.19	35.46	872200	Nustar Energy L.P.
NX	22.6	22.3	120000	Quanex Building Products Corporation
EVTC	15.1	14.9	460200	Evertec, Inc.
JSD	17.38	17.35	13700	Nuveen Short Duration Credit Opportunities Fund
BCC	34.9	34.65	254200	Boise Cascade, L.L.C.
BCE	47.1	46.95	714100	BCE, Inc.
TJX	71.12	71.06	2605000	TJX Companies, Inc. (The)
BCH	93.81	92.65	24300	Banco De Chile
OA	133.25	132.89	493100	Orbital ATK, Inc.
MTRN	43	42.35	40500	Materion Corporation
OC	79.73	79.1	744100	Owens Corning Inc
BCO	84.75	84.45	359300	Brink's Company (The)
BCR	323.1	322.73	280400	C.R. Bard, Inc.
OI	25.66	25.34	647400	Owens-Illinois, Inc.
BCS	10.11	10.07	1825000	Barclays PLC
BCX	8.93	8.9	214600	BlackRock Resources
OR	12.96	12.61	512500	Osisko Gold Royalties Ltd
EXC	39.56	39.22	4238700	Exelon Corporation
EXD	11.79	11.69	34700	Eaton Vance Tax-Advantaged Bond
EXG	9.5	9.47	619800	Eaton Vance Tax-Managed Global Diversified Equity Income Fund
EXK	2.39	2.32	1577900	Endeavour Silver Corporation
TKC	9.54	9.465	574200	Turkcell Iletisim Hizmetleri AS
EXP	108.75	108.67	439300	Eagle Materials Inc
EXR	81.73	81.4	854400	Extra Space Storage Inc
TKF	9.51	9.46	14100	Turkish Investment Fund, Inc. (The)
TEVA	14.75	14.58	14505600	Teva Pharmaceutical Industries Limited
GOOS	20.7	20.37	436900	Canada Goose Holdings Inc.
JTA	13.68	13.6	44500	Nuveen Tax-Advantaged Total Return Strategy Fund
TKR	49.85	49.4	431300	Timken Company (The)
JTD	16.95	16.871	45200	Nuveen Tax-Advantaged Dividend Growth Fund
BDC	84.81	84.3	106900	Belden Inc
CULP	31.65	31	16700	Culp, Inc.
BDJ	9.05	9.01	477000	Blackrock Enhanced Equity Dividend Trust
PB	64.42	63.27	538700	Prosperity Bancshares, Inc.
BDN	17.99	17.9	1056700	Brandywine Realty Trust
YGE	2.33	2.31	19800	Yingli Green Energy Holding Company Limited
PE	26.75	26.47	3613900	Parsley Energy, Inc.
PF	57.22	56.73	527000	Pinnacle Foods, Inc.
PG	93.04	92.4	5316000	Procter & Gamble Company (The)
PH	180.9	180.66	606800	Parker-Hannifin Corporation
PK	28.71	28.47	1054900	Park Hotels & Resorts Inc.
PM	113.12	112.43	3997600	Philip Morris International Inc
BDX	200.85	200.08	956400	Becton, Dickinson and Company
PN	1.5	1.34	500500	Patriot National, Inc.
CBS.A	58.01	57.06	23500	CBS Corporation
PQ	1.94	1.78	106500	Petroquest Energy Inc
ZYME	8.78	8.78	1900	Zymeworks Inc.
PX	141.58	140.72	632900	Praxair, Inc.
OPP	19.39	19.15	56600	RiverNorth/DoubleLine Strategic Opportunity Fund, Inc.
MYOV	14.325	13.53	31900	Myovant Sciences Ltd.
OPY	18.05	17.7	12000	Oppenheimer Holdings, Inc.
IHIT	10.06	10.04	38800	Invesco High Income 2023 Target Term Fund
TLI	10.9	10.84	26800	Western Asset Corporate Loan Fund Inc
TLK	32.06	32.01	451300	PT Telekomunikasi Indonesia, Tbk
LVLT	54.56	53.39	7042400	Level 3 Communications, Inc.
TLP	43.14	42.75	27300	TransMontaigne Partners L.P.
BEL	13.8	13.7	281200	Belmond Ltd.
BEN	44.76	44.29	1424900	Franklin Resources, Inc.
BEP	34.8	34.8	98600	Brookfield Renewable Partners L.P.
GAB	6.53	6.53	195200	Gabelli Equity Trust, Inc. (The)
GAM	36.18	36.18	31200	General American Investors, Inc.
EZT	25.95	25.95	4200	Entergy Texas Inc
WUBA	68.66	67.53	672100	58.com Inc.
DFIN	21.53	21.42	118600	Donnelley Financial Solutions, Inc.
KNOP	23.75	23.55	17800	KNOT Offshore Partners LP
TMK	82.1	81.59	433700	Torchmark Corporation
TMO	190.51	186.64	1893900	Thermo Fisher Scientific Inc
BFK	14.16	14.16	36700	BlackRock Municipal Income Trust
RA	24.17	24.01	178200	Brookfield Real Assets Income Fund Inc.
BFO	15.05	15.01	3600	Blackrock Florida Municipal 2020 Term Trust
RE	239.19	235.16	439700	Everest Re Group, Ltd.
RF	14.96	14.75	8543500	Regions Financial Corporation
BFR	21.81	21.6	266700	BBVA Banco Frances S.A.
RH	79.42	78.5	671900	RH
BFS	64.73	63.82	27600	Saul Centers, Inc.
RL	85.88	85.81	887100	Ralph Lauren Corporation
HRTG	15.48	15.41	361500	Heritage Insurance Holdings, Inc.
RM	24.29	23.83	39500	Regional Management Corp.
BFZ	14.52	14.47	71100	BlackRock California Municipal Income Trust
ORA	63.19	63.09	126400	Ormat Technologies, Inc.
ORC	10.46	10.38	640600	Orchid Island Capital, Inc.
RS	74.87	74.79	329000	Reliance Steel & Aluminum Co.
RT	2.36	2.36	4656400	Ruby Tuesday, Inc.
ORI	19.81	19.515	1459300	Old Republic International Corporation
RY	79.32	79.29	941300	Royal Bank Of Canada
ORN	7.24	7.05	125900	Orion Group Holdings, Inc.
GBL	29.49	29.42	14700	Gamco Investors, Inc.
GBX	50.9	49.9	312600	Greenbrier Companies, Inc. (The)
CHCT	27.39	27.37	115500	Community Healthcare Trust Incorporated
TNC	69.6	68.65	44000	Tennant Company
TNH	80.4	79.4	16600	Terra Nitrogen Company, L.P.
TNK	1.68	1.64	776000	Teekay Tankers Ltd.
TNP	4.66	4.65	517700	Tsakos Energy Navigation Ltd
BGB	16.12	16.02	113000	Blackstone / GSO Strategic Credit Fund
BGC	21.9	21.6	2652300	General Cable Corporation
RNGR	14.48	13.75	39700	Ranger Energy Services, Inc.
PUMP	14.53	14.385	930900	ProPetro Holding Corp.
BGG	22.85	21.85	680400	Briggs & Stratton Corporation
ATEN	7.63	7.56	306300	A10 Networks, Inc.
BGH	20.72	20.67	43000	Babson Global Short Duration High Yield Fund
JWN	40.34	40.1	3992900	Nordstrom, Inc.
SA	12.6	12.505	474800	Seabridge Gold, Inc.
SB	3.31	3.1	439700	Safe Bulkers, Inc
SC	15.45	15.24	1012100	Santander Consumer USA Holdings Inc.
SD	19.27	18.87	97000	SandRidge Energy, Inc.
SF	52.6	51.1	569500	Stifel Financial Corporation
FLOW	42.26	41.54	100600	SPX FLOW, Inc.
BGR	13.6	13.43	166000	BlackRock Energy and Resources Trust
BGS	32.4	32.1	568300	B&G Foods, Inc.
BGT	14.06	13.97	43300	Blackrock Global
SM	19.26	18.53	4221700	SM Energy Company
SN	4.35	4.28	1539500	Sanchez Energy Corporation
BGX	16.42	16.35	30700	Blackstone GSO Long Short Credit Income Fund
SO	51.07	50.73	3691300	Southern Company (The)
BGY	6.64	6.595	272100	BLACKROCK INTERNATIONAL, LTD.
SQ	33.25	32.13	10864400	Square, Inc.
OSB	38.5	38.23	68700	Norbord Inc.
SR	75.85	75.8	96800	Spire Inc.
ST	49.27	48.97	472600	Sensata Technologies Holding N.V.
SU	33.63	33.5	4324700	Suncor Energy  Inc.
OSG	2.56	2.51	544000	Overseas Shipholding Group, Inc.
OSK	87.55	86.755	488400	Oshkosh Corporation
GCH	12.26	12.21	10300	Aberdeen Greater China Fund, Inc.
GCI	9.53	9.37	440300	TEGNA Inc.
GCO	23.05	22.55	292900	Genesco Inc.
GCP	29.85	29.15	502100	GCP Applied Technologies Inc.
BHVN	31.77	31.42	120600	Biohaven Pharmaceutical Holding Company Ltd.
ENIA	10.87	10.79	682400	Enel Americas S.A.
GCV	5.75	5.6	25100	Gabelli Convertible and Income Securities Fund, Inc. (The)
ENIC	6.13	5.99	147900	Enel Chile S.A.
TOL	42.79	42.62	1002800	Toll Brothers Inc.
TOO	2.72	2.615	362200	Teekay Offshore Partners L.P.
TOT	54.32	53.96	681100	Total S.A.
BHE	35.55	35.15	246000	Benchmark Electronics, Inc.
BHK	14.07	14.05	134900	Blackrock Core Bond Trust
TD	56.76	56.68	1990100	Toronto Dominion Bank (The)
BHP	42.61	42.23	2326400	BHP Billiton Limited
TG	19.15	18.9	48700	Tredegar Corporation
TI	9.05	8.96	23500	Telecom Italia S.P.A.
TK	8.89	8.87	351700	Teekay Corporation
TM	123.32	123.18	107300	Toyota Motor Corp Ltd Ord
TR	37.2	36.75	74700	Tootsie Roll Industries, Inc.
TS	27.13	26.94	1436400	Tenaris S.A.
TU	35.93	35.86	297600	TELUS Corporation
TV	23.25	23.1	1201800	Grupo Televisa S.A.
TX	31.7	30.66	382300	Ternium S.A.
TY	26	25.9	36800	Tri Continental Corporation
GDI	26.9	26.78	545300	Gardner Denver Holdings, Inc.
GDL	10.29	10.23	15800	The GDL Fund
GDO	18.5	18.39	37500	Western Asset Global Corporate Defined Opportunity Fund Inc.
JW.A	53.15	52.55	252500	John Wiley & Sons, Inc.
GDV	22.67	22.61	134300	Gabelli Dividend
JW.B	52.74	52.74	100	John Wiley & Sons, Inc.
TPB	18.72	18.56	14400	Turning Point Brands, Inc.
TPC	27.95	27.45	214200	Tutor Perini Corporation
TPH	14.72	14.65	1204200	TRI Pointe Group, Inc.
TPL	425	411.27	13100	Texas Pacific Land Trust
ATGE	35.95	35.4	513300	Adtalem Global Education Inc.
BID	50.49	49.77	322300	Sotheby's
TPX	65.57	64.73	685400	Tempur Sealy International, Inc.
BIF	10.55	10.5	228200	USLIFE Income Fund, Inc.
BIG	51.47	51.27	431700	Big Lots, Inc.
TPZ	21.49	21.01	17800	Tortoise Power and Energy Infrastructure Fund, Inc
UA	14.97	14.85	2169100	Under Armour, Inc.
BIO	221.79	216.31	308900	Bio-Rad Laboratories, Inc.
UE	25.08	24.98	407800	Urban Edge Properties
BIP	43.68	43.5	287100	Brookfield Infrastructure Partners LP
DSXN	25.4	25.33	1500	Diana Shipping inc.
BIT	18.61	18.45	216300	BlackRock Multi-Sector Income Trust
UL	59.53	59.23	961300	Unilever PLC
UN	60.94	60.71	1813600	Unilever NV
GEB	25.07	25.05	66900	General Electric Company
GEF	56.88	56.11	198900	Greif Bros. Corporation
GEH	25.45	25.42	20000	General Electric Capital Corporation
IRET	6.28	6.26	377200	Investors Real Estate Trust
GEK	25.45	25.42	35800	General Electric Capital Corporation
GEL	24.05	24.01	645600	Genesis Energy, L.P.
GEO	25.89	25.67	1857200	Geo Group Inc (The)
OUT	24.52	24.165	507600	OUTFRONT Media Inc.
GER	6.73	6.53	417600	Goldman Sachs MLP Energy Renaissance Fund
GES	15.96	15.905	836200	Guess?, Inc.
AEUA	38.3	37.43	6400	Anadarko Petroleum Corporation
LAD	114.65	114.17	185300	Lithia Motors, Inc.
ATHM	60.36	57.91	897200	Autohome Inc.
NETS	11.97	11.13	168000	Netshoes (Cayman) Limited
LAZ	45.97	45.53	341400	Lazard Ltd.
BEDU	28.05	26	635000	Bright Scholar Education Holdings Limited
VC	124.74	123.19	184000	Visteon Corporation
VG	8.25	8.06	930600	Vonage Holdings Corp.
JCAP	21.31	21.06	84600	Jernigan Capital, Inc.
BJZ	15.02	15.02	2500	Blackrock California Municipal 2018 Term Trust
VR	51.39	50.77	1235800	Validus Holdings, Ltd.
GFA	9.05	8.91	121800	Gafisa SA
NYCB	12.82	12.68	2835200	New York Community Bancorp, Inc.
GFF	22.25	21.9	48300	Griffon Corporation
VZ	48.09	47.87	14842800	Verizon Communications Inc.
GFI	4.09	4.075	5707500	Gold Fields Limited
CHGG	16.05	15.55	949200	Chegg, Inc.
ENLC	16.75	16.55	407100	EnLink Midstream, LLC
GFY	17.21	17.17	6600	Western Asset Variable Rate Strategic Fund Inc.
TRC	19.48	18.95	150000	Tejon Ranch Co
ENLK	16.28	16	335000	EnLink Midstream Partners, LP
TRI	47.65	47.65	1605300	Thomson Reuters Corp
TRK	22.85	22.67	46700	Speedway Motorsports, Inc.
TRN	34.03	33.72	766000	Trinity Industries, Inc.
TRP	50.04	49.86	903100	TransCanada Corporation
TRQ	3.35	3.3	1784700	Turquoise Hill Resources Ltd.
SLRA	25.6	25.58	7000	Solar Capital Ltd.
AKO.A	26	26	4600	Embotelladora Andina S.A.
TRU	49.3	48.99	1256900	TransUnion
AKO.B	29.44	29.25	21000	Embotelladora Andina S.A.
TRV	128.44	127.5	1808200	The Travelers Companies, Inc.
BKD	10.15	10.11	2033600	Brookdale Senior Living Inc.
CMCM	8.49	8.28	562400	Cheetah Mobile Inc.
BKE	15.4	15.35	246000	Buckle, Inc. (The)
VCRA	29.4	29.01	98900	Vocera Communications, Inc.
BKH	67.59	67.34	171800	Black Hills Corporation
BKI	46.9	45.75	883900	Black Knight, Inc.
BKK	15.52	15.46	47900	Blackrock Municipal 2020 Term Trust
AJRD	33.18	32.72	1341500	Aerojet Rocketdyne Holdings, Inc.
WD	55.1	54.59	102700	Walker & Dunlop, Inc.
BKN	15.04	14.99	45100	BlackRock Investment Quality Municipal Trust Inc. (The)
WF	46.44	45.32	19000	Woori Bank
WG	3.27	3.15	124700	Willbros Group, Inc.
BKS	7.35	7.2	973100	Barnes & Noble, Inc.
BKT	6.23	6.23	113600	BlackRock Income Trust Inc. (The)
WK	22.35	22.1	93400	Workiva Inc.
BKU	34.4	34.01	870000	BankUnited, Inc.
WM	76.6	76.545	1793500	Waste Management, Inc.
WR	52.07	52.01	996300	Westar Energy, Inc.
GGB	3.56	3.52	4809500	Gerdau S.A.
WU	19.77	19.68	3401400	Western Union Company (The)
ABBV	91.09	90.95	5280400	AbbVie Inc.
WY	34.95	34.82	1649500	Weyerhaeuser Company
GGG	127.25	125.04	295500	Graco Inc.
GGM	23.25	22.94	35900	Guggenheim Credit Allocation Fund
GGP	21.37	21.36	2514300	GGP Inc.
SQNS	1.9	1.82	492100	Sequans Communications S.A.
GGT	9.52	9.43	35700	Gabelli Multi-Media Trust Inc. (The)
NOMD	14.9	14.78	378800	Nomad Foods Limited
GGZ	13.4	13.34	127400	Gabelli Global Small and Mid Cap Value Trust (The)
TSE	71.1	70.55	500400	Trinseo S.A.
TSI	5.75	5.69	40300	TCW Strategic Income Fund, Inc.
LCI	23.45	23.05	1408000	Lannett Co Inc
TSM	40.83	40.54	7582700	Taiwan Semiconductor Manufacturing Company Ltd.
TSN	70.32	70.3	1655100	Tyson Foods, Inc.
LCM	8.72	8.68	23500	Advent/Claymore Enhanced Growth & Income Fund
TSQ	10.39	10.12	43600	Townsquare Media, Inc.
TSS	67.65	67.05	598500	Total System Services, Inc.
TSU	19.04	18.83	697300	TIM Participacoes S.A.
BLD	62.92	62.92	272700	TopBuild Corp.
BLH	14.95	14.95	4000	Blackrock New York Municipal 2018 Term Trust
BLK	477.22	472.795	431700	BlackRock, Inc.
BLL	42.12	41.81	1384400	Ball Corporation
DATA	78.41	78.36	371100	Tableau Software, Inc.
XL	41.77	41.315	4586900	XL Group Ltd.
BLW	16.2	16.15	99000	Citigroup Inc.
BLX	29.35	28.9	81200	Banco Latinoamericano de Comercio Exterior, S.A.
GHC	553.65	547	12200	Graham Holdings Company
OXM	63.21	63.21	71700	Oxford Industries, Inc.
GHL	17.1	17	1028100	Greenhill & Co., Inc.
GHM	22	21.37	19200	Graham Corporation
OXY	64.83	64.23	3092500	Occidental Petroleum Corporation
GHY	14.91	14.795	269400	Prudential Global Short Duration High Yield Fund, Inc.
TTC	62.24	61.93	593000	Toro Company (The)
TTF	10.96	10.85	13800	Thai Fund, Inc. (The)
MVCB	25.3	25.3	100	MVC Capital, Inc.
TTI	2.64	2.62	435000	Tetra Technologies, Inc.
LDF	12.19	12.19	3000	Latin American Discovery Fund, Inc. (The)
TTM	32.96	32.45	1252900	Tata Motors Ltd
QUAD	22.81	22.12	190100	Quad Graphics, Inc
LDL	58.45	57.35	55700	Lydall, Inc.
TTP	18.99	18.73	31900	Tortoise Pipeline & Energy Fund, Inc.
BMA	127.13	125.04	237500	Macro Bank Inc.
LDP	26.83	26.72	63100	Cohen & Steers Limited Duration Preferred and Income Fund, Inc
NEWM	15.52	15.4	359800	New Media Investment Group Inc.
SLTB	25.14	25	1400	Scorpio Bulkers Inc.
LDR	67.3	67.2	375600	Landauer, Inc.
BME	36.67	36.56	26300	Blackrock Health Sciences Trust
NEWR	49.96	49.72	200600	New Relic, Inc.
BMI	42.05	42	932700	Badger Meter, Inc.
ATKR	19.38	19.14	147400	Atkore International Group Inc.
BMO	77.91	77.71	844400	Bank Of Montreal
YPF	22.86	22.56	416500	YPF Sociedad Anonima
FDEU	19.4	19.26	166900	First Trust Dynamic Europe Equity Income Fund
BMS	46.1	46.01	435400	Bemis Company, Inc.
BMY	63.63	63.41	5030700	Bristol-Myers Squibb Company
GIB	52.65	52.65	149700	CGI Group, Inc.
BRSS	34.45	34	53100	Global Brass and Copper Holdings, Inc.
TI.A	7.25	7.16	5400	Telecom Italia S.P.A.
GIL	30.98	30.93	282300	Gildan Activewear, Inc.
GIM	6.67	6.63	269000	Templeton Global Income Fund, Inc.
GIS	51.81	51.31	3049500	General Mills, Inc.
LEA	174.42	172.43	420400	Lear Corporation
LEE	2.4	2.3	63500	Lee Enterprises, Incorporated
TOWR	27.9	27.25	103300	Tower International, Inc.
LEG	47.76	47.61	565300	Leggett & Platt, Incorporated
TUP	61.35	60.61	452400	Tupperware Brands Corporation
LEN	55.86	55.73	2213800	Lennar Corporation
LEO	8.84	8.84	62500	Dreyfus Strategic Municipals, Inc.
BNJ	15.59	15.58	5300	BlackRock New Jersey Municipal Income Trust
ZF	12.71	12.68	70100	Virtus Total Return Fund Inc.
BNS	64.41	64.21	461100	Bank of Nova Scotia (The)
BNY	15.06	15.05	9900	BlackRock New York Investment Quality Municipal Trust Inc. (Th
ZX	1.28	1.26	64000	China Zenix Auto International Limited
ABEV	6.82	6.76	10489500	Ambev S.A.
RACE	115.95	115.35	444200	Ferrari N.V.
OZM	3.32	3.21	147600	Och-Ziff Capital Management Group LLC
SGZA	25.31	25.3	5600	Selective Insurance Group, Inc.
GJR	21.24	21.24	200	Synthetic Fixed-Income Securities, Inc.
GJS	19.41	19.41	100	STRATS Trust
GJV	26.14	26.14	600	Synthetic Fixed-Income Securities, Inc.
CHKR	2.15	2.1	82400	Chesapeake Granite Wash Trust
TVC	25.47	25.37	4900	Tennessee Valley Authority
TVE	25.15	25.12	14100	Tennessee Valley Authority
LFC	15.5	15.42	277100	China Life Insurance Company Limited
BOE	13.73	13.65	145600	Blackrock Global
BOH	83.75	82.76	111300	Bank of Hawaii Corporation
YRD	51.35	50.6	678000	Yirendai Ltd.
LDOS	62	61.73	463800	Leidos Holdings, Inc.
BOX	20.08	20.02	2277600	Box, Inc.
CRCM	16.2	15.78	125900	Care.com, Inc.
KAMN	55.39	55.19	77300	Kaman Corporation
FICO	147.57	146.32	107400	Fair Isaac Corporation
TWI	9.67	9.5	92700	Titan International, Inc.
LGI	17.18	17.08	19900	Lazard Global Total Return and Income Fund
TWN	21.47	21.35	15500	Taiwan Fund, Inc. (The)
TWO	10.15	10.11	1848400	Two Harbors Investments Corp
TWX	101.2	101.05	3855300	Time Warner Inc.
BPI	9.6	9.41	161400	Bridgepoint Education, Inc.
BPK	14.99	14.99	20800	Blackrock Municipal 2018 Term Trust
BPL	54.9	53.04	1018500	Buckeye Partners L.P.
BPT	21	19.8	304300	BP Prudhoe Bay Royalty Trust
BPY	24.26	24.17	115700	Brookfield Property Partners L.P.
QCP	15.7	15.7	431500	Quality Care Properties, Inc.
CHMI	18.65	18.52	110000	Cherry Hill Mortgage Investment Corporation
GLP	18.4	18.05	50700	Global Partners LP
GLT	19.27	18.98	69300	Glatfelter
GLW	29.78	29.65	3728900	Corning Incorporated
AGCO	71.75	71.28	887800	AGCO Corporation
LHO	30.21	30.01	998300	LaSalle Hotel Properties
TXT	53.19	52.81	1520200	Textron Inc.
HESM	21.38	20.55	120200	Hess Midstream Partners LP
HTFA	25.49	25.47	19500	Horizon Technology Finance Corporation
BQH	15.28	15.15	2600	Blackrock New York Municipal Bond Trust
AJXA	25.75	25.74	1100	Great Ajax Corp.
ESNT	42.64	42.19	1061600	Essent Group Ltd.
GME	19.46	19.35	1251000	Gamestop Corporation
GMS	35.04	34.8	295500	GMS Inc.
DPLO	20.05	19.885	457800	Diplomat Pharmacy, Inc.
GMZ	9.22	9.11	84900	Goldman Sachs MLP Income Opportunities Fund
TYG	28.15	27.92	171700	Tortoise Energy Infrastructure Corporation
LII	181.2	179.18	360200	Lennox International, Inc.
TYL	171.5	169.5	187600	Tyler Technologies, Inc.
BRC	38.4	38.05	111600	Brady Corporation
HTGC	12.75	12.61	332500	Hercules Capital, Inc.
BRO	49.39	48.68	945600	Brown & Brown, Inc.
BRS	9.59	9.16	487800	Bristow Group Inc
BRT	10.27	10.08	7200	BRT Apartments Corp.
YUM	76.11	76.035	1410700	Yum! Brands, Inc.
NBHC	36.02	35.36	49300	National Bank Holdings Corporation
BRX	18.95	18.88	1820500	Brixmor Property Group Inc.
HTGX	25.46	25.37	3700	Hercules Capital, Inc.
QEP	8.81	8.505	4918900	QEP Resources, Inc.
GNC	7.8	7.735	1602200	GNC Holdings, Inc.
GNE	6.3	6.26	18600	Genie Energy Ltd.
GNK	12.5	12.2	39400	Genco Shipping & Trading Limited Warrants Expiring 12/31/2021
GNL	22.22	22.06	187900	Global Net Lease, Inc.
VAC	124.55	124.13	121000	Marriot Vacations Worldwide Corporation
GNT	7.05	6.98	60600	GAMCO Natural Resources, Gold & Income Tust
GNW	3.88	3.81	2022600	Genworth Financial Inc
VAR	102.77	102.35	461400	Varian Medical Systems, Inc.
BSD	14.21	14.13	28400	BlackRock Strategic Municipal Trust Inc. (The)
SNAP	16.29	16.05	15090900	Snap Inc.
BSE	13.44	13.44	4600	Blackrock New York Municipal Income Quality Trust
BSL	17.55	17.49	32800	Blackstone GSO Senior Floating Rate Term Fund
BSM	17.23	17.11	51000	Black Stone Minerals, L.P.
BST	25.67	25.48	79700	BlackRock Science and Technology Trust
BSX	29.13	29.08	4725900	Boston Scientific Corporation
NYLD	18.9	18.7	405100	NRG Yield, Inc.
GOF	21.13	21.11	146400	Guggenheim Strategic Opportunities Fund
GOL	22.68	22.2	135400	Gol Linhas Aereas Inteligentes S.A.
VBF	19.65	19.51	28000	Invesco Bond Fund
HOME	21.84	21.62	136500	At Home Group Inc.
BTA	12.31	12.3	20300	BlackRock Long-Term Municipal Advantage Trust
BTE	2.71	2.65	1013400	Baytex Energy Corp
HEI.A	75.25	74.4	56300	Heico Corporation
XFLT	11	10.95	28200	XAI Octagon Floating Rate & Alternative Income Term Trust
BTI	64.28	63.9	1856000	British American Tobacco p.l.c.
BTO	37.58	37.47	62700	John Hancock Financial Opportunities Fund
BTT	22.64	22.63	73000	BlackRock Municipal Target Term Trust Inc. (The)
BTU	28.86	28.855	639000	Peabody Energy Corporation
BTZ	13.47	13.47	116900	BlackRock Credit Allocation Income Trust
RSPP	34	33.74	1820600	RSP Permian, Inc.
GPC	96.26	96.15	611900	Genuine Parts Company
GPI	69.31	68.98	146800	Group 1 Automotive, Inc.
GPK	14.21	14.14	1316800	Graphic Packaging Holding Company
GPM	8.71	8.71	278000	Guggenheim Enhanced Equity Income Fund
GPN	99.3	97.52	901900	Global Payments Inc.
GPS	27.2	26.25	7262500	Gap, Inc. (The)
TGNA	12.64	12.53	1638900	TEGNA Inc.
GPT	30.8	30.51	1003700	Gramercy Property Trust
ENVA	14.35	14.25	352500	Enova International, Inc.
GPX	30.4	30.15	26100	GP Strategies Corporation
VCO	36.56	36.31	4800	Vina Concha Y Toro
VCV	13.04	13.04	36400	Invesco California Value Municipal Income Trust
LLL	185.91	185.26	297700	L3 Technologies, Inc.
DUKH	25.25	25.22	17100	Duke Energy Corporation
BUD	125.19	125.075	864900	Anheuser-Busch Inbev SA
BUI	21.08	21.05	24400	BlackRock Utility and Infrastructure Trust
LLY	85.9	85.42	3643700	Eli Lilly and Company
QHC	4.75	4.63	113800	Quorum Health Corporation
SDLP	3.81	3.65	134900	Seadrill Partners LLC
ESRT	20.92	20.89	1910500	Empire State Realty Trust, Inc.
PRGO	87	86.055	1126400	Perrigo Company
LMT	318.86	317.02	741600	Lockheed Martin Corporation
VEDL	20.46	20.32	411000	Vedanta  Limited
SNDR	24.09	23.84	1063300	Schneider National, Inc.
ATTO	11.6	11.6	26300	Atento S.A.
BVN	14.62	14.53	1707700	Buenaventura Mining Company Inc.
ALDW	11.54	11.42	73000	Alon USA Partners, LP
GRA	72.15	71.28	665400	W.R. Grace & Co.
GRC	32.65	32	27100	Gorman-Rupp Company (The)
VEC	32.98	32.295	69300	Vectrus, Inc.
NBLX	51.16	49.6	82600	Noble Midstream Partners LP
GRR	12.7	12.7	100	Asia Tigers Fund, Inc. (The)
CHSP	28.53	28.37	494200	Chesapeake Lodging Trust
GRX	10.2	10.13	97200	The Gabelli Healthcare & Wellness Trust
LNC	75.62	74.565	878100	Lincoln National Corporation
VER	8.26	8.16	14557500	VEREIT Inc.
LND	4.22	4.22	100	Brasilagro Cia Brasileira De Propriedades Agricolas
VET	34.54	34.42	133900	Vermilion Energy Inc.
BWXT	59.53	59.295	340000	BWX Technologies, Inc.
LNN	89.61	89.475	143000	Lindsay Corporation
BWA	52.11	51.86	1067000	BorgWarner Inc.
JMEI	2.83	2.82	2041300	Jumei International Holding Limited
FNFV	18.3	17.75	208300	Fidelity National Financial, Inc.
LNT	43.05	42.98	985000	Alliant Energy Corporation
BWG	13.22	13.15	86500	Legg Mason BW Global Income Opportunities Fund Inc.
ESTE	10.36	10.35	245500	Earthstone Energy, Inc.
ATUS	24.47	24.33	603800	Altice USA, Inc.
BWP	14.83	14.61	960900	Boardwalk Pipeline Partners L.P.
VEEV	58.8	58.8	1054500	Veeva Systems Inc.
ALEX	45.47	45.34	143900	Alexander & Baldwin Holdings, Inc.
GSH	29.3	29.18	500	Guangshen Railway Company Limited
GSK	40.77	40.59	4775200	GlaxoSmithKline PLC
GSL	1.4	1.4	176100	Global Ship Lease, Inc.
VFC	64.19	64.04	1707000	V.F. Corporation
MKC.V	98.75	98.75	100	McCormick & Company, Incorporated
WPXP	50.1	50.1	29600	WPX Energy, Inc.
EXPR	5.97	5.95	1520500	Express, Inc.
LXFR	12.5	12.41	193200	Luxfer Holdings PLC
LXFT	48.45	48.1	125100	Luxoft Holding, Inc.
BXC	9.3	8.145	395500	BlueLinx Holdings Inc.
LOR	11.49	11.42	21300	Lazard World Dividend & Income Fund, Inc.
GLOB	41.29	41.29	88300	Globant S.A.
BXE	2.48	2.42	33100	Bellatrix Exploration Ltd
LOW	81.26	80.23	5517600	Lowe's Companies, Inc.
GLOG	17.85	17.7	314400	GasLog LP.
FSCE	25.07	25.04	1100	Fifth Street Finance Corp.
BXP	128.16	127.93	506800	Boston Properties, Inc.
BERY	59.04	58.79	691600	Berry Global Group, Inc.
GLOP	23.9	23.55	97400	GasLog Partners LP
BXS	32.25	31.55	607000	BancorpSouth, Inc.
LITB	2.37	2.25	44600	LightInTheBox Holding Co., Ltd.
GTN	15.4	15	400500	Gray Television, Inc.
LADR	13.85	13.74	555300	Ladder Capital Corp
GTS	23.55	23.42	141300	Triple-S Management Corporation
GTT	32.6	32.25	301700	GTT Communications, Inc.
VGI	18.69	18.41	76000	Virtus Global Multi-Sector Income Fund
EPAM	91.1	90.65	172800	EPAM Systems, Inc.
GTY	29.53	29.18	106500	Getty Realty Corporation
VGM	13.43	13.41	48200	Invesco Trust for Investment Grade Municipals
VGR	20.7	20.59	411200	Vector Group Ltd.
LPG	7.9	7.7	90000	Dorian LPG Ltd.
LPI	12.54	12.04	3597900	Laredo Petroleum, Inc.
LPL	12.86	12.71	328900	LG Display Co., Ltd.
BYD	27.84	27.8	977100	Boyd Gaming Corporation
LPT	41.72	41.37	970700	Liberty Property Trust
LPX	28.25	28.224	1098900	Louisiana-Pacific Corporation
BYM	14.85	14.82	29400	Blackrock Municipal Income Quality Trust
